id,name,slug,description,base_price_cents,category_id,sku,is_active,meta_title,meta_description,unit_cost,sale_price,weight,dimensions,printable_areas
a1b04519-3377-4043-9737-b2b2f341b77b,Gildan Lightweight Cotton T-shirt,gildan-lightweight-cotton-t-shirt,"Keep it classic with the customizable Gildan Lightweight Cotton T-Shirt! Featuring a modern seamless body, narrow rib collar, and taped neck and shoulders, it delivers comfort with a clean, everyday fit. Complete with a tear-away label, it’s perfect for events, giveaways, or custom designs that showcase your brand in style.",740,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-2118500,true,Custom Gildan Lightweight Cotton T-shirt | Custom Ink,"Keep it classic with the customizable Gildan Lightweight Cotton T-Shirt! Featuring a modern seamless body, narrow rib collar, and taped neck and shoulders, it d",296,1110,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
cceb553f-cc4f-413a-adea-3afe9c8b0933,Bella + Canvas Drop Shoulder Heavyweight T-shirt,bella-canvas-drop-shoulder-heavyweight-t-shirt,"Add comfort and style to your apparel lineup with this heavyweight tee! The customizable Bella + Canvas Drop Shoulder Heavyweight T-shirt is cut from 6 oz. cotton and styled with a relaxed silhouette and exaggerated drop shoulders. Its streetwear vibe makes it ideal for bold prints or logo placement. Great for retail, team kits, or creative brand activations.",1920,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-2435600,true,Custom Bella + Canvas Drop Shoulder Heavyweight T-shirt | Custom Ink,Add comfort and style to your apparel lineup with this heavyweight tee! The customizable Bella + Canvas Drop Shoulder Heavyweight T-shirt is cut from 6 oz. cott,768,2880,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
2129d781-40a0-443a-94aa-6049a982e1d5,Port & Company Crystal 100% Cotton Tie-Dye T-shirt,port-and-company-crystal-100percent-cotton-tie-dye-t-shirt,"<p>Introducing the Port & Company Crystal 100% Cotton Tie-Dye T-shirt—a vibrant statement piece perfect for any gathering or team activity. Crafted from 100% cotton, this t-shirt offers the combination of style, comfort, and individuality that your group desires. The unique crystal tie-dye pattern ensures each shirt is a one-of-a-kind creation, making every event instantly more memorable.</p>
<strong>Key Benefits:</strong>
<ul>
    
      <li><strong>Unique Crystal Tie-Dye Pattern:</strong> Stand out with a distinctive tie-dye design that makes each shirt a unique piece of art, ensuring that your group will catch everyone's eye at any event.</li>
      
      <li><strong>Comfortable 100% Cotton Fabric:</strong> Experience exceptional comfort with soft, breathable cotton that feels great against the skin and is perfect for everyday wear.</li>
      
      <li><strong>Durable Double-Needle Stitching:</strong> Benefit from double-needle stitching at the neck and hem, enhancing the shirt's durability and ensuring it withstands multiple washes while maintaining its shape.</li>
      
      <li><strong>Versatile Unisex Fit:</strong> Enjoy a relaxed, classic fit that suits all genders, making it an ideal choice for groups with diverse members.</li>
      
      <li><strong>Preshrunk Fabric:</strong> Get peace of mind with preshrunk cotton that minimizes shrinkage concerns, so your shirt maintains its fit even after washing.</li>
      
</ul>
",1540,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-1042200,true,Custom Port & Company Crystal 100% Cotton Tie-Dye T-shirt | Custom Ink,<p>Introducing the Port & Company Crystal 100% Cotton Tie-Dye T-shirt—a vibrant statement piece perfect for any gathering or team activity. Crafted from 100% co,616,2310,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
9ab869b9-aca1-41c6-89f0-31d956016216,Next Level Jersey Blend T-shirt,next-level-jersey-blend-t-shirt,"Enjoy all-day comfort! The customizable Next Level Jersey Blend T-shirt features a blend of cotton and polyester for a soft, breathable feel. Perfect for teams, events, or everyday wear, this t-shirt combines comfort with durability. ",1080,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-172300,true,Custom Next Level Jersey Blend T-shirt | Custom Ink,"Enjoy all-day comfort! The customizable Next Level Jersey Blend T-shirt features a blend of cotton and polyester for a soft, breathable feel. Perfect for teams,",432,1620,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
24cab768-28cf-42df-91fc-40d42dd4ba1e,Hanes Authentic T-shirt,hanes-authentic-t-shirt,"Our favorite classic tee, the Hanes Authentic collection, is great for any group. Available in a wide range of sizes with a comfortable fit, this product will meet the needs of your group at a price you’ll love. 
Looking to embroider this shirt? Check out the <a href=""https://www.customink.com/products/t-shirts/short-sleeve-t-shirts/hanes-authentic-t-shirt-embroidered/1164800"" target=""_blank"">Hanes Authentic T‑shirt ‑ Embroidered</a>!",815,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-116200,true,Custom Hanes Authentic T-shirt | Custom Ink,"Our favorite classic tee, the Hanes Authentic collection, is great for any group. Available in a wide range of sizes with a comfortable fit, this product will m",326,1223,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
8cf8ed11-44f4-4608-9c12-221da0643ae4,Sport-Tek Competitor Performance Shirt,sport-tek-competitor-performance-shirt,"Dominate sweat like a champ and amp up your team's performance level!  Trendy colors will help your group look cool in this moisture-wicking style. This style is also available in <a href=""https://www.customink.com/products/activewear/short-sleeve-performance-shirts/sport-tek-tall-competitor-performance-shirt/820500"" target=""_blank""> tall sizes</a>.",1510,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-204300,true,Custom Sport-Tek Competitor Performance Shirt | Custom Ink,Dominate sweat like a champ and amp up your team's performance level!  Trendy colors will help your group look cool in this moisture-wicking style. This style i,604,2265,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
4f535bed-5199-4b46-8800-63a2d38e6bf5,Hanes Beefy-T Crewneck T-shirt,hanes-beefy-t-crewneck-t-shirt,"This soft, strong, heavyweight tee features Clean Canvas™ technology, which removes dirt, wax and oil from the fabric. This reduces variation and inconsistency in print quality and creates an optimal print platform for your group logo! This style is also available in <a href=""https://www.customink.com/products/t-shirts/short-sleeve-t-shirts/hanes-tall-beefy-t-shirt/196700"" target=""_blank""> tall sizes</a>.",820,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-1100,true,Custom Hanes Beefy-T Crewneck T-shirt | Custom Ink,"This soft, strong, heavyweight tee features Clean Canvas™ technology, which removes dirt, wax and oil from the fabric. This reduces variation and inconsistency ",328,1230,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
5cd5ed28-197d-469a-a6e3-75e83e87d73e,Hanes Essential-T Crewneck T-shirt,hanes-essential-t-crewneck-t-shirt,"This shirt is so good, Hanes calls it Essential! This classic, lightweight tee is an easy choice for the whole family. With adult and youth options in a variety of colors and styles, you are sure to find the perfect choices for all your group’s needs. ",820,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-297300,true,Custom Hanes Essential-T Crewneck T-shirt | Custom Ink,"This shirt is so good, Hanes calls it Essential! This classic, lightweight tee is an easy choice for the whole family. With adult and youth options in a variety",328,1230,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
0484a9e5-051a-43a1-a8d3-3da3ec95b38c,Gildan Women's 100% Cotton T-shirt,gildan-womens-100percent-cotton-t-shirt,This budget friendly option is a great choice to bring the ladies in your group together!  Coordinates with the Gildan 100% Cotton T-shirt.  ,815,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-193600,true,Custom Gildan Women's 100% Cotton T-shirt | Custom Ink,This budget friendly option is a great choice to bring the ladies in your group together!  Coordinates with the Gildan 100% Cotton T-shirt.  ,326,1223,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
7dce98b0-af05-4547-83d5-5d9a12573164,Bella + Canvas Heavyweight Garment Dyed T-shirt,bella-canvas-heavyweight-garment-dyed-t-shirt,"Cozy up to a timeless essential with a comfortable lived-in feel! The customizable Bella + Canvas Heavyweight Garment Dyed T-shirt is made from combed ring-spun cotton and garment-dyed for rich, softened color. With a classic fit and heavyweight fabric, it’s built to last and perfect for creative branding. Great for team gear, lifestyle collections, or upscale casual wear.",1470,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-2399900,true,Custom Bella + Canvas Heavyweight Garment Dyed T-shirt | Custom Ink,Cozy up to a timeless essential with a comfortable lived-in feel! The customizable Bella + Canvas Heavyweight Garment Dyed T-shirt is made from combed ring-spun,588,2205,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
8672babf-e695-457e-8f91-9504976daac5,Dyenomite 100% Cotton Tonal Tie-Dye T-shirt,dyenomite-100percent-cotton-tonal-tie-dye-t-shirt,"Bright, fun and colorful - a look that is sure to help your group stand out from the crowd! This tie-dye shirt from Gildan is sure to please.",1540,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-201600,true,Custom Dyenomite 100% Cotton Tonal Tie-Dye T-shirt | Custom Ink,"Bright, fun and colorful - a look that is sure to help your group stand out from the crowd! This tie-dye shirt from Gildan is sure to please.",616,2310,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
5c1c532e-6908-4fb4-a3ce-89595006352d,Shaka Wear Max 100% Cotton Heavyweight Crewneck T-shirt,shaka-wear-max-100percent-cotton-heavyweight-crewneck-t-shirt,Stay comfortable and stylish with this oversized t-shirt! The customizable Shaka Wear Max 100% Cotton Heavyweight Crewneck T-shirt has a relaxed fit with heavy-duty knitting to give it a durable streetwear fit. The large sleeves and forward shoulder seam improve the range of motion so you can relax or run errands with ease.,2220,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-1567700,true,Custom Shaka Wear Max 100% Cotton Heavyweight Crewneck T-shirt | Custom Ink,Stay comfortable and stylish with this oversized t-shirt! The customizable Shaka Wear Max 100% Cotton Heavyweight Crewneck T-shirt has a relaxed fit with heavy-,888,3330,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
d0aba0a3-1f55-427d-959a-3e6f4e463c52,District Tri-Blend T-shirt,district-tri-blend-t-shirt,An essential tri-blend t-shirt that everyone will look great in! Perfect for any group that needs something comfortable and loves super smooth and soft fabric.  ,1425,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-306200,true,Custom District Tri-Blend T-shirt | Custom Ink,An essential tri-blend t-shirt that everyone will look great in! Perfect for any group that needs something comfortable and loves super smooth and soft fabric. ,570,2138,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
35f2cdda-6809-4525-8cc1-01e855781dab,Gildan Ultra Cotton Pocket T-shirt,gildan-ultra-cotton-pocket-t-shirt,This pocket t-shirt is the perfect addition to your wardrobe on or off the job!  A classic comfortable style that will last for years.,1405,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-99700,true,Custom Gildan Ultra Cotton Pocket T-shirt | Custom Ink,This pocket t-shirt is the perfect addition to your wardrobe on or off the job!  A classic comfortable style that will last for years.,562,2108,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
56ce9bfe-a0dd-41b3-a098-4b33010a9230,Comfort Colors 100% Cotton T-shirt - Embroidered,comfort-colors-100percent-cotton-t-shirt-embroidered,"This t‑shirt feels like you have owned it for years. Your group will love the classic comfortable style this t‑shirt provides. A perfect vintage look for your next event! Looking to print on this shirt? Use the <a href=""https://www.customink.com/products/t-shirts/short-sleeve-t-shirts/comfort-colors-100-cotton-t-shirt/175800"" target=""_blank"">Comfort Colors 100% Cotton T‑shirt</a>!",1490,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-1164600,true,Custom Comfort Colors 100% Cotton T-shirt - Embroidered | Custom Ink,This t‑shirt feels like you have owned it for years. Your group will love the classic comfortable style this t‑shirt provides. A perfect vintage look for your n,596,2235,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
1c1f7029-f2d0-4757-93c3-9541d894df2a,Hanes Tall Beefy-T Crewneck T-shirt,hanes-tall-beefy-t-crewneck-t-shirt,"This soft, strong, heavyweight tee features Clean Canvas™ technology, which removes dirt, wax, and oil from the fabric. This reduces variation and inconsistency in print quality and creates an optimal print platform for your group logo!",1200,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-196700,true,Custom Hanes Tall Beefy-T Crewneck T-shirt | Custom Ink,"This soft, strong, heavyweight tee features Clean Canvas™ technology, which removes dirt, wax, and oil from the fabric. This reduces variation and inconsistency",480,1800,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
6d0ab36b-42bf-4c70-8769-f472e5e31497,Hanes Perfect-T Crewneck T-shirt,hanes-perfect-t-crewneck-t-shirt,"Perfect is a high bar, but the updated Perfect-T offers the look and feel of a fashion brand and more. Enjoy the comfort and great feel of 100% US grown cotton in a lightweight fabric. Enhanced printability allows you to take pride in your artwork since it is created on Hanes's unique Clean Canvas technology.  ",1040,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-176000,true,Custom Hanes Perfect-T Crewneck T-shirt | Custom Ink,"Perfect is a high bar, but the updated Perfect-T offers the look and feel of a fashion brand and more. Enjoy the comfort and great feel of 100% US grown cotton ",416,1560,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
cf134597-e2aa-4bc5-aed7-7e612a3f312f,Port & Company Tie-Dye T-shirt,port-and-company-tie-dye-t-shirt,"<p>Colorful and expressive, the Port & Company Tie-Dye T-shirt celebrates individuality and makes your group the center of attention at any gathering. Crafted with a vibrant tie-dye pattern, this tee offers exceptional comfort and a relaxed fit, perfect for all-day wear. Whether attending festivals, team events, or casual outings, this t-shirt adds a splash of color and fun to your wardrobe.</p>
<strong>Key Benefits:</strong>
<ul>
    
      <li><strong>Vibrant Tie-Dye Design:</strong> Express yourself with a unique and lively tie-dye pattern that stands out in any crowd, making it a perfect choice for groups looking to make an impression.</li>
      
      <li><strong>Comfortable Fit:</strong> Designed with a relaxed silhouette and ribbed knit collar, this tee ensures comfort and ease of movement for all-day wear.</li>
      
      <li><strong>Durable Construction:</strong> Made from a robust cotton fabric that withstands regular wear and washing while retaining its shape and vibrant colors.</li>
      
      <li><strong>Versatile Usage:</strong> Ideal for a variety of occasions, from casual hangouts to themed events and team activities.</li>
      
      <li><strong>Soft and Breathable Fabric:</strong> Crafted from soft, breathable materials that keep you comfortable, even on warm days.</li>
      
</ul>
",1500,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-837200,true,Custom Port & Company Tie-Dye T-shirt | Custom Ink,"<p>Colorful and expressive, the Port & Company Tie-Dye T-shirt celebrates individuality and makes your group the center of attention at any gathering. Crafted w",600,2250,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
924c1a03-3b0a-409d-a932-d3b1c041cc16,American Apparel Jersey T-shirt,american-apparel-jersey-t-shirt,"Everyday comfort meets elevated simplicity in this essential tee!  The customizable American Apparel Jersey T-shirt is crafted from lightweight 100% ring spun cotton and features a comfortable cotton fabric, a side-seamed body, and a rib collar. Great for daily wear, team activities, creative campaigns, and more!",1310,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-337600,true,Custom American Apparel Jersey T-shirt | Custom Ink,Everyday comfort meets elevated simplicity in this essential tee!  The customizable American Apparel Jersey T-shirt is crafted from lightweight 100% ring spun c,524,1965,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
da41e9af-04f2-450b-b88f-fe0b449e6b61,Port & Company Core Cotton T-shirt,port-and-company-core-cotton-t-shirt,This is a great year-round tee with an amazing selection of colors. This shirt comes in adult unisex and youth sizes as well so you can outfit your entire group!,865,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-645300,true,Custom Port & Company Core Cotton T-shirt | Custom Ink,This is a great year-round tee with an amazing selection of colors. This shirt comes in adult unisex and youth sizes as well so you can outfit your entire group,346,1298,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
e0cfeb1d-32c8-451b-822a-2c5943baca2f,Bella + Canvas Women's Drop Shoulder Heavyweight T-shirt,bella-canvas-womens-drop-shoulder-heavyweight-t-shirt,"This fashion-forward staple pairs comfort with a modern edge! The customizable Bella + Canvas Women’s Drop Shoulder Heavyweight T-shirt features a boxy fit, comfortable cotton fabric, and a distinctive silhouette. Designed for elevated lifestyle branding or apparel launches. Ideal for retail programs or trend-driven merch lines.",1315,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-2435700,true,Custom Bella + Canvas Women's Drop Shoulder Heavyweight T-shirt | Custom Ink,"This fashion-forward staple pairs comfort with a modern edge! The customizable Bella + Canvas Women’s Drop Shoulder Heavyweight T-shirt features a boxy fit, com",526,1973,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
52b36a5d-7686-42ba-abbd-20691907f36d,Port & Company Essential T-shirt,port-and-company-essential-t-shirt,"<p>The Port & Company Essential T-shirt is the perfect staple piece for any group's wardrobe. This versatile shirt is available in both women's and youth sizes, ensuring everyone can find their ideal fit. With a classic silhouette and various options to customize, this t-shirt stands out as a must-have essential.</p>
<strong>Key Benefits:</strong>
<ul>
    
      <li><strong>Comfortable Fit:</strong> Designed with a classic silhouette, this t-shirt offers a relaxed fit that provides all-day comfort, making it perfect for everyday wear.</li>
      
      <li><strong>Durability:</strong> Made from 100% cotton, this shirt ensures long-lasting durability while maintaining its soft feel, wash after wash.</li>
      
      <li><strong>Versatility:</strong> Available in a wide range of sizes including women's and youth, this t-shirt suits different body types and occasions, from casual outings to team events.</li>
      
      <li><strong>Customizable:</strong> Ideal for customization, whether for team uniforms or personal expression, thanks to its smooth fabric and multiple color choices.</li>
      
      <li><strong>Quality Craftsmanship:</strong> Double-needle stitching at the sleeves and hem reduces wear and tear, enhancing the shirt’s lifespan.</li>
      
</ul>

<p>This style is also available in <a href=""https://www.customink.com/products/t-shirts/short-sleeve-t-shirts/port-company-tall-essential-t-shirt/136600"" target=""_blank""> tall sizes</a>.</p>
",845,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-123900,true,Custom Port & Company Essential T-shirt | Custom Ink,"<p>The Port & Company Essential T-shirt is the perfect staple piece for any group's wardrobe. This versatile shirt is available in both women's and youth sizes,",338,1268,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
69365801-4b73-40d2-b3ff-2fbf585d06ba,Comfort Colors 100% Cotton Pocket T-shirt - Embroidered,comfort-colors-100percent-cotton-pocket-t-shirt-embroidered,"This functional pocket t-shirt looks and feels like no other! Special attention is given to the pigment-dyed color process for a perfect vintage look every time. Looking to print on this shirt? Use the <a href=""https://www.customink.com/products/t-shirts/short-sleeve-t-shirts/comfort-colors-100-cotton-pocket-t-shirt/207900"" target=""_blank"">Comfort Colors 100% Cotton Pocket T‑shirt</a>!",1390,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-1164700,true,Custom Comfort Colors 100% Cotton Pocket T-shirt - Embroidered | Custom Ink,This functional pocket t-shirt looks and feels like no other! Special attention is given to the pigment-dyed color process for a perfect vintage look every time,556,2085,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
a66ef917-bc54-4086-9967-c77e1c9cbc31,Hanes EcoSmart 50/50 T-shirt,hanes-ecosmart-5050-t-shirt,"This environmentally conscious tee uses recycled materials to create a comfortable blended fabric that dries faster and shrinks less than 100% cotton products. It’s the perfect match for large groups wanting to minimize their environmental footprint. Pair it with your printed school or business logo to make a shirt that looks and feels good to wear, both inside and out!",815,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-169800,true,Custom Hanes EcoSmart 50/50 T-shirt | Custom Ink,This environmentally conscious tee uses recycled materials to create a comfortable blended fabric that dries faster and shrinks less than 100% cotton products. ,326,1223,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
dbcfae5e-43bd-4a85-8ca4-a1ace8357961,Next Level Ringer T-shirt,next-level-ringer-t-shirt,Outfit your fans and supporters with the classic ringer t-shirt! ,1080,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-373700,true,Custom Next Level Ringer T-shirt | Custom Ink,Outfit your fans and supporters with the classic ringer t-shirt! ,432,1620,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
